obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;label_based_generality;object_based_generality;name_based_generality;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added economic buyer;Activity;;Alternate Succession[customer contact role added influencer, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added influencer;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added economic buyer': 0.5236126184463501};0.52577805519104;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added economic buyer;0.513200249671936;['Customer contact role added: Influencer'];['Customer contact role added: Economic Buyer'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added economic buyer;676
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added technical buyer;Activity;;Alternate Succession[customer contact role added influencer, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added influencer;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added technical buyer': 0.5193029642105103};0.5236232280731201;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added technical buyer;0.5112609052658081;['Customer contact role added: Influencer'];['Customer contact role added: Technical Buyer'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added technical buyer;579
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added partner enablement contact;Activity;;Alternate Succession[customer contact role added influencer, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added influencer;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added influencer': 0.52794349193573, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5331751108169556;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added partner enablement contact;0.51985759973526;['Customer contact role added: Influencer'];['Customer contact role added: Partner Enablement Contact'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added influencer_Object_customer contact role added partner enablement contact;534
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added partner;Activity;;Alternate Succession[customer contact role added procurement, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added procurement;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added partner': 0.583226203918457};0.5793679058551788;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added partner;0.561431115269661;['Customer contact role added: Procurement'];['Customer contact role added: Partner'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added partner;326
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added economic buyer;Activity;;Alternate Succession[customer contact role added procurement, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added procurement;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added economic buyer': 0.5236126184463501};0.5495611131191254;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added economic buyer;0.5346050018072128;['Customer contact role added: Procurement'];['Customer contact role added: Economic Buyer'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added economic buyer;416
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added technical buyer;Activity;;Alternate Succession[customer contact role added procurement, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added procurement;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added technical buyer': 0.5193029642105103};0.5474062860012054;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added technical buyer;0.532665657401085;['Customer contact role added: Procurement'];['Customer contact role added: Technical Buyer'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added technical buyer;330
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added partner enablement contact;Activity;;Alternate Succession[customer contact role added procurement, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added procurement;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added procurement': 0.5755096077919006, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5569581687450409;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added partner enablement contact;0.5412623518705368;['Customer contact role added: Procurement'];['Customer contact role added: Partner Enablement Contact'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added procurement_Object_customer contact role added partner enablement contact;246
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added procurement;Activity;;Alternate Succession[customer contact role added business user, customer contact role added procurement] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added procurement;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added procurement': 0.5689608454704285};0.5918013751506805;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added procurement;0.5726212376356126;['Customer contact role added: Business User'];['Customer contact role added: Procurement'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added procurement;805
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added partner;Activity;;Alternate Succession[customer contact role added business user, customer contact role added partner] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added partner;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added partner': 0.583226203918457};0.5989340543746948;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added partner;0.5790406489372254;['Customer contact role added: Business User'];['Customer contact role added: Partner'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added partner;745
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added economic buyer;Activity;;Alternate Succession[customer contact role added business user, customer contact role added economic buyer] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added economic buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added economic buyer': 0.5236126184463501};0.5691272616386414;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added economic buyer;0.5522145354747773;['Customer contact role added: Business User'];['Customer contact role added: Economic Buyer'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added economic buyer;798
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added technical buyer;Activity;;Alternate Succession[customer contact role added business user, customer contact role added technical buyer] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added technical buyer;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added technical buyer': 0.5193029642105103};0.5669724345207214;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added technical buyer;0.5502751910686493;['Customer contact role added: Business User'];['Customer contact role added: Technical Buyer'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added technical buyer;751
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added partner enablement contact;Activity;;Alternate Succession[customer contact role added business user, customer contact role added partner enablement contact] | | |;Binary;set();set();Alternate Response;customer contact role added business user;customer contact role added partner enablement contact;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added business user': 0.6146419048309326, 'customer contact role added partner enablement contact': 0.5384067296981812};0.5765243172645569;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added partner enablement contact;0.5588718855381013;['Customer contact role added: Business User'];['Customer contact role added: Partner Enablement Contact'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added business user_Object_customer contact role added partner enablement contact;686
ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added procurement;Activity;;Alternate Succession[customer contact role added executive sponsor, customer contact role added procurement] | | |;Binary;set();set();Alternate Response;customer contact role added executive sponsor;customer contact role added procurement;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8902499750256538;1.0113174766302109;0.0;{'customer contact role added executive sponsor': 0.5388553142547607, 'customer contact role added procurement': 0.5689608454704285};0.5539080798625946;ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added procurement;0.5385172718763351;['Customer contact role added: Executive Sponsor'];['Customer contact role added: Procurement'];ad922e93-9853-4d4e-9e39-2dd44434d31a_Object_customer contact role added executive sponsor_Object_customer contact role added procurement;422
